sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;User Bother 1;User Bother 2;User Bother 3;User Bother 4;User Util. 1;User Util. 2;User Util. 3;User Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
;61;Session genius.core.session.Session@86a02f7 failed: Failed to execute protocol: domain does not match the negotiation domain:[agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;Gahboninho;Gahboninho;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@5151e83c failed: Failed to execute protocol: domain does not match the negotiation domain:[agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;NiceTitForTat;Gahboninho;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@6df7f216 failed: Failed to execute protocol: domain does not match the negotiation domain:[agents.anac.y2010.AgentK.Agent_K, agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent_K;Gahboninho;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@12a81129 failed: Failed to execute protocol: Execution failed of Gahboninho@2298:java.lang.NullPointerException: null:[/Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent21;NiceTitForTat;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@4ce61b48 failed: Failed to execute protocol: domain does not match the negotiation domain:[agents.BayesianAgent, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;BayesianAgent;NiceTitForTat;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@3a033788 failed: Failed to execute protocol: domain does not match the negotiation domain:[negotiator.parties.BoulwareNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;BoulwareNegotiationParty;NiceTitForTat;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@143032b5 failed: Failed to execute protocol: domain does not match the negotiation domain:[negotiator.parties.ConcederNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;ConcederNegotiationParty;NiceTitForTat;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@13d8e894 failed: Failed to execute protocol: domain does not match the negotiation domain:[agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;Gahboninho;NiceTitForTat;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@30c43210 failed: Failed to execute protocol: domain does not match the negotiation domain:[agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;NiceTitForTat;NiceTitForTat;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;3;Session genius.core.session.Session@5a1b9928 failed: Failed to execute protocol: null:[agents.anac.y2010.AgentK.Agent_K, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent_K;NiceTitForTat;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@1b63706d failed: Failed to execute protocol: Execution failed of Gahboninho@2326:java.lang.NullPointerException: null:[/Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2010.AgentK.Agent_K, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent21;Agent_K;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@a2685a3 failed: Failed to execute protocol: domain does not match the negotiation domain:[agents.BayesianAgent, agents.anac.y2010.AgentK.Agent_K, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;BayesianAgent;Agent_K;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@1e215251 failed: Failed to execute protocol: domain does not match the negotiation domain:[negotiator.parties.BoulwareNegotiationParty, agents.anac.y2010.AgentK.Agent_K, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent_K;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@20f42c16 failed: Failed to execute protocol: domain does not match the negotiation domain:[negotiator.parties.ConcederNegotiationParty, agents.anac.y2010.AgentK.Agent_K, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;ConcederNegotiationParty;Agent_K;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@38e60d31 failed: Failed to execute protocol: domain does not match the negotiation domain:[agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2010.AgentK.Agent_K, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;Gahboninho;Agent_K;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;61;Session genius.core.session.Session@2c4163a6 failed: Failed to execute protocol: domain does not match the negotiation domain:[agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.anac.y2010.AgentK.Agent_K, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;NiceTitForTat;Agent_K;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;3;Session genius.core.session.Session@3fdcc167 failed: Failed to execute protocol: null:[agents.anac.y2010.AgentK.Agent_K, agents.anac.y2010.AgentK.Agent_K, agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent_K;Agent_K;Gahboninho;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@1135da47 failed: Failed to execute protocol: Execution failed of NiceTitForTat@2354:java.lang.NullPointerException: null:[/Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, /Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent21;Agent21;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@38f2a890 failed: Failed to execute protocol: Execution failed of NiceTitForTat@2358:java.lang.NullPointerException: null:[agents.BayesianAgent, /Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BayesianAgent;Agent21;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@50a46141 failed: Failed to execute protocol: Execution failed of NiceTitForTat@2362:java.lang.NullPointerException: null:[negotiator.parties.BoulwareNegotiationParty, /Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent21;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@2cdb273 failed: Failed to execute protocol: Execution failed of NiceTitForTat@2366:java.lang.NullPointerException: null:[negotiator.parties.ConcederNegotiationParty, /Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;ConcederNegotiationParty;Agent21;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@7302f650 failed: Failed to execute protocol: Execution failed of NiceTitForTat@2370:java.lang.NullPointerException: null:[agents.anac.y2011.Gahboninho.Gahboninho, /Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Gahboninho;Agent21;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@6a427c5 failed: Failed to execute protocol: Execution failed of NiceTitForTat@2374:java.lang.NullPointerException: null:[agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, /Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;NiceTitForTat;Agent21;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@10baa2dd failed: Failed to execute protocol: Execution failed of NiceTitForTat@2378:java.lang.NullPointerException: null:[agents.anac.y2010.AgentK.Agent_K, /Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent_K;Agent21;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@7424e173 failed: Failed to execute protocol: Execution failed of NiceTitForTat@2382:java.lang.NullPointerException: null:[/Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.BayesianAgent, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent21;BayesianAgent;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;6;Session genius.core.session.Session@739e18cb failed: Failed to execute protocol: null:[agents.BayesianAgent, agents.BayesianAgent, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BayesianAgent;BayesianAgent;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;11;Session genius.core.session.Session@2e802715 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, agents.BayesianAgent, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BayesianAgent;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;3;Session genius.core.session.Session@7e2773eb failed: Failed to execute protocol: null:[negotiator.parties.ConcederNegotiationParty, agents.BayesianAgent, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;ConcederNegotiationParty;BayesianAgent;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;11;Session genius.core.session.Session@77589298 failed: Failed to execute protocol: null:[agents.anac.y2011.Gahboninho.Gahboninho, agents.BayesianAgent, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Gahboninho;BayesianAgent;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;10;Session genius.core.session.Session@584fabe9 failed: Failed to execute protocol: null:[agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;NiceTitForTat;BayesianAgent;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;3;Session genius.core.session.Session@468bf633 failed: Failed to execute protocol: null:[agents.anac.y2010.AgentK.Agent_K, agents.BayesianAgent, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent_K;BayesianAgent;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@15bc168d failed: Failed to execute protocol: Execution failed of NiceTitForTat@2410:java.lang.NullPointerException: null:[/Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, negotiator.parties.BoulwareNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent21;BoulwareNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;6;Session genius.core.session.Session@3c3023ab failed: Failed to execute protocol: null:[agents.BayesianAgent, negotiator.parties.BoulwareNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BayesianAgent;BoulwareNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;45;Session genius.core.session.Session@40cdee3b failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.BoulwareNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BoulwareNegotiationParty;BoulwareNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;58;Session genius.core.session.Session@63ca15cf failed: Failed to execute protocol: null:[negotiator.parties.ConcederNegotiationParty, negotiator.parties.BoulwareNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;ConcederNegotiationParty;BoulwareNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;50;Session genius.core.session.Session@5c93e0e2 failed: Failed to execute protocol: null:[agents.anac.y2011.Gahboninho.Gahboninho, negotiator.parties.BoulwareNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Gahboninho;BoulwareNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;14;Session genius.core.session.Session@24ab98e2 failed: Failed to execute protocol: null:[agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, negotiator.parties.BoulwareNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;NiceTitForTat;BoulwareNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;6;Session genius.core.session.Session@67386308 failed: Failed to execute protocol: null:[agents.anac.y2010.AgentK.Agent_K, negotiator.parties.BoulwareNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent_K;BoulwareNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@3011c6ff failed: Failed to execute protocol: Execution failed of NiceTitForTat@2438:java.lang.NullPointerException: null:[/Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, negotiator.parties.ConcederNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent21;ConcederNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;6;Session genius.core.session.Session@53516fc2 failed: Failed to execute protocol: null:[agents.BayesianAgent, negotiator.parties.ConcederNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BayesianAgent;ConcederNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;8;Session genius.core.session.Session@4f401168 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, negotiator.parties.ConcederNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BoulwareNegotiationParty;ConcederNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;4;Session genius.core.session.Session@695c2ceb failed: Failed to execute protocol: null:[negotiator.parties.ConcederNegotiationParty, negotiator.parties.ConcederNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;ConcederNegotiationParty;ConcederNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;8;Session genius.core.session.Session@b0369bf failed: Failed to execute protocol: null:[agents.anac.y2011.Gahboninho.Gahboninho, negotiator.parties.ConcederNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Gahboninho;ConcederNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;6;Session genius.core.session.Session@74f3c799 failed: Failed to execute protocol: null:[agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, negotiator.parties.ConcederNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;NiceTitForTat;ConcederNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;10;Session genius.core.session.Session@749f051 failed: Failed to execute protocol: null:[agents.anac.y2010.AgentK.Agent_K, negotiator.parties.ConcederNegotiationParty, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent_K;ConcederNegotiationParty;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;2;Session genius.core.session.Session@15e8b43e failed: Failed to execute protocol: Execution failed of NiceTitForTat@2466:java.lang.NullPointerException: null:[/Users/kenielpeart/IdeaProjects/Group21/out/production/Group21/group21/Agent21.class, agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;Agent21;Gahboninho;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;6;Session genius.core.session.Session@3b3d18db failed: Failed to execute protocol: null:[agents.BayesianAgent, agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BayesianAgent;Gahboninho;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;45;Session genius.core.session.Session@67bd4640 failed: Failed to execute protocol: null:[negotiator.parties.BoulwareNegotiationParty, agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Gahboninho;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
;4;Session genius.core.session.Session@640c6a32 failed: Failed to execute protocol: null:[negotiator.parties.ConcederNegotiationParty, agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2011.Nice_Tit_for_Tat.NiceTitForTat, agents.BayesianAgent];60rounds;No;;0;;;;;;ConcederNegotiationParty;Gahboninho;NiceTitForTat;BayesianAgent;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;laptop_seller_utility;laptop_buyer_utility;SmartEnergyGrid_util1;SmartEnergyGrid_util2
